ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,Throughput,audioLiveLatency,audioPlaybackRate
17261541136,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541137,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541182,3843,8,8,8,8,9.606,0,0,0.11 | 0.11 | 0.11,0,0.23 | 1.07 | 2.35,0,1.70 | 3.75 | 17.78,8.924,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9062.5,0,1
17261541192,3843,8,8,8,8,11.914,0,0,0.11 | 0.11 | 0.11,0,0.23 | 1.13 | 2.35,0,1.70 | 3.54 | 17.78,9.063,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9062.5,0,1
17261541202,3843,8,8,8,8,11.914,0,0,0.11 | 0.11 | 0.11,0,0.23 | 1.13 | 2.35,0,1.70 | 3.54 | 17.78,9.063,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9522.75,0,1
17261541212,3843,8,8,8,8,16.714,0,0,0.11 | 0.11 | 0.11,0,0.23 | 1.40 | 2.35,0,1.70 | 2.85 | 17.78,9.523,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9486.25,0,1
17261541222,3843,8,8,8,8,19.914,0,0,0.11 | 0.11 | 0.11,0,1.31 | 1.72 | 2.35,0,1.70 | 2.32 | 3.05,9.486,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9486.25,0,1
17261541232,3843,8,8,8,8,19.914,0,0,0.11 | 0.11 | 0.11,0,1.31 | 1.72 | 2.35,0,1.70 | 2.32 | 3.05,9.486,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9486.25,0,1
17261541242,3843,8,8,8,8,19.914,0,0,0.11 | 0.11 | 0.11,0,1.31 | 1.72 | 2.35,0,1.70 | 2.32 | 3.05,9.486,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9083.5,0,1
17261541252,3843,8,8,8,8,24.714,0,0,0.11 | 0.11 | 0.11,0,1.31 | 1.67 | 2.13,0,1.88 | 2.40 | 3.05,9.084,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9088,0,1
17261541262,3843,8,8,8,8,27.914,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.68 | 2.13,0,1.88 | 2.38 | 2.95,9.088,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9088,0,1
17261541272,3843,8,8,8,8,27.914,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.68 | 2.13,0,1.88 | 2.38 | 2.95,9.088,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
